0,0,0,0,0,0
0,0,1,1,0,1
0,0,2,2,0,2
0,0,3,3,0,2
0,0,4,4,0,3
0,0,5,5,0,3
0,0,6,6,0,3
0,0,7,7,0,3
0,0,8,8,0,4
0,0,9,9,0,4
0,0,10,10,0,4
0,0,11,11,0,4
0,0,12,12,0,4
0,0,13,13,0,4
0,0,14,14,0,4
0,0,15,15,0,4
0,1,0,1,0,5
0,1,1,0,0,6
0,1,2,3,0,7
0,1,3,2,0,7
0,1,4,5,0,8
0,1,5,4,0,8
0,1,6,7,0,8
0,1,7,6,0,8
0,1,8,9,0,9
0,1,9,8,0,9
0,1,10,11,0,9
0,1,11,10,0,9
0,1,12,13,0,9
0,1,13,12,0,9
0,1,14,15,0,9
0,1,15,14,0,9
0,2,0,2,0,10
0,3,0,3,0,10
0,2,1,3,0,11
0,3,1,2,0,11
0,2,2,0,0,12
0,2,3,1,0,12
0,3,2,1,0,12
0,3,3,0,0,12
0,2,4,6,0,13
0,2,5,7,0,13
0,2,6,4,0,13
0,2,7,5,0,13
0,3,4,7,0,13
0,3,5,6,0,13
0,3,6,5,0,13
0,3,7,4,0,13
0,2,8,10,0,14
0,2,9,11,0,14
0,2,10,8,0,14
0,2,11,9,0,14
0,2,12,14,0,14
0,2,13,15,0,14
0,2,14,12,0,14
0,2,15,13,0,14
0,3,8,11,0,14
0,3,9,10,0,14
0,3,10,9,0,14
0,3,11,8,0,14
0,3,12,15,0,14
0,3,13,14,0,14
0,3,14,13,0,14
0,3,15,12,0,14
0,4,0,4,0,15
0,5,0,5,0,15
0,6,0,6,0,15
0,7,0,7,0,15
0,4,1,5,0,16
0,5,1,4,0,16
0,6,1,7,0,16
0,7,1,6,0,16
0,4,2,6,0,17
0,4,3,7,0,17
0,5,2,7,0,17
0,5,3,6,0,17
0,6,2,4,0,17
0,6,3,5,0,17
0,7,2,5,0,17
0,7,3,4,0,17
0,4,4,0,0,18
0,4,5,1,0,18
0,4,6,2,0,18
0,4,7,3,0,18
0,5,4,1,0,18
0,5,5,0,0,18
0,5,6,3,0,18
0,5,7,2,0,18
0,6,4,2,0,18
0,6,5,3,0,18
0,6,6,0,0,18
0,6,7,1,0,18
0,7,4,3,0,18
0,7,5,2,0,18
0,7,6,1,0,18
0,7,7,0,0,18
0,4,8,12,0,19
0,4,9,13,0,19
0,4,10,14,0,19
0,4,11,15,0,19
0,4,12,8,0,19
0,4,13,9,0,19
0,4,14,10,0,19
0,4,15,11,0,19
0,5,8,13,0,19
0,5,9,12,0,19
0,5,10,15,0,19
0,5,11,14,0,19
0,5,12,9,0,19
0,5,13,8,0,19
0,5,14,11,0,19
0,5,15,10,0,19
0,6,8,14,0,19
0,6,9,15,0,19
0,6,10,12,0,19
0,6,11,13,0,19
0,6,12,10,0,19
0,6,13,11,0,19
0,6,14,8,0,19
0,6,15,9,0,19
0,7,8,15,0,19
0,7,9,14,0,19
0,7,10,13,0,19
0,7,11,12,0,19
0,7,12,11,0,19
0,7,13,10,0,19
0,7,14,9,0,19
0,7,15,8,0,19
0,8,0,8,0,20
0,9,0,9,0,20
0,10,0,10,0,20
0,11,0,11,0,20
0,12,0,12,0,20
0,13,0,13,0,20
0,14,0,14,0,20
0,15,0,15,0,20
0,8,1,9,0,21
0,9,1,8,0,21
0,10,1,11,0,21
0,11,1,10,0,21
0,12,1,13,0,21
0,13,1,12,0,21
0,14,1,15,0,21
0,15,1,14,0,21
0,8,2,10,0,22
0,8,3,11,0,22
0,9,2,11,0,22
0,9,3,10,0,22
0,10,2,8,0,22
0,10,3,9,0,22
0,11,2,9,0,22
0,11,3,8,0,22
